"interaction_name","lig_contributor","receptor_subunit","lig_contributor_group","lig_contributor_coeff","receptor_subunit_group","receptor_subunit_coeff","interaction_type","ligand_type","source"
"VIP_VIPR1","VIP","VIPR1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"VIP_VIPR2","VIP","VIPR2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"NPY_NPY1R","NPY","NPY1R","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"NPY_NPY2R","NPY","NPY2R","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"NPY_NPY5R","NPY","NPY5R","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"SST_SSTR1","SST","SSTR1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"SST_SSTR2","SST","SSTR2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"SST_SSTR3","SST","SSTR3","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"SST_SSTR4","SST","SSTR4","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PENK_OPRD1","PENK","OPRD1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PENK_OPRM1","PENK","OPRM1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"TAC3_TACR3","TAC3","TACR3","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"CCK_CCKBR","CCK","CCKBR","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"CRH_CRHR1","CRH","CRHR1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"CRH_CRHR2","CRH","CRHR2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"TAC1_TACR1","TAC1","TACR1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PDYN_OPRD1","PDYN","OPRD1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PDYN_OPRK1","PDYN","OPRK1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PDYN_OPRM1","PDYN","OPRM1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"CORT_SSTR1","CORT","SSTR1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"CORT_SSTR2","CORT","SSTR2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"CORT_SSTR3","CORT","SSTR3","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"CORT_SSTR4","CORT","SSTR4","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PTHLH_PTH1R","PTHLH","PTH1R","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"PNOC_OPRL1","PNOC","OPRL1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"ADCYAP1_ADCYAP1R1","ADCYAP1","ADCYAP1R1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"ADCYAP1_VIPR1","ADCYAP1","VIPR1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"ADCYAP1_VIPR2","ADCYAP1","VIPR2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"TRH_TRHR","TRH","TRHR","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"GRP_GRPR","GRP","GRPR","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"NMB_NMBR","NMB","NMBR","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"NTS_NTSR1","NTS","NTSR1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"NTS_NTSR2","NTS","NTSR2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"RLN1_RXFP1","RLN1","RXFP1","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"RLN1_RXFP2","RLN1","RXFP2","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"RLN1_RXFP3","RLN1","RXFP3","1","1","1","1","ligand-receptor","Neuropeptide","NeuronChat"
"Glu_GRIN1","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN1","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN2A","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN2A","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN2B","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN2B","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN2C","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN2C","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN2D","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN2D","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN3A","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN3A","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIN3B","GLS;SLC17A6;SLC17A7;SLC17A8","GRIN3B","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIA1","GLS;SLC17A6;SLC17A7;SLC17A8","GRIA1","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIA2","GLS;SLC17A6;SLC17A7;SLC17A8","GRIA2","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIA3","GLS;SLC17A6;SLC17A7;SLC17A8","GRIA3","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIA4","GLS;SLC17A6;SLC17A7;SLC17A8","GRIA4","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK1","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK1","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK2","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK2","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK3","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK3","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK4","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK4","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRIK5","GLS;SLC17A6;SLC17A7;SLC17A8","GRIK5","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM1","GLS;SLC17A6;SLC17A7;SLC17A8","GRM1","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM5","GLS;SLC17A6;SLC17A7;SLC17A8","GRM5","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM4","GLS;SLC17A6;SLC17A7;SLC17A8","GRM4","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM6","GLS;SLC17A6;SLC17A7;SLC17A8","GRM6","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM7","GLS;SLC17A6;SLC17A7;SLC17A8","GRM7","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM8","GLS;SLC17A6;SLC17A7;SLC17A8","GRM8","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM2","GLS;SLC17A6;SLC17A7;SLC17A8","GRM2","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Glu_GRM3","GLS;SLC17A6;SLC17A7;SLC17A8","GRM3","1;2;2;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NRXN1_NLGN1","NRXN1","NLGN1","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN2_NLGN2","NRXN2","NLGN2","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN3_NLGN3","NRXN3","NLGN3","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"GABA_GABRA1","GAD1;GAD2;SLC32A1","GABRA1","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA2","GAD1;GAD2;SLC32A1","GABRA2","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA3","GAD1;GAD2;SLC32A1","GABRA3","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA4","GAD1;GAD2;SLC32A1","GABRA4","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA5","GAD1;GAD2;SLC32A1","GABRA5","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRA6","GAD1;GAD2;SLC32A1","GABRA6","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRB1","GAD1;GAD2;SLC32A1","GABRB1","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRB2","GAD1;GAD2;SLC32A1","GABRB2","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRB3","GAD1;GAD2;SLC32A1","GABRB3","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRG1","GAD1;GAD2;SLC32A1","GABRG1","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRG2","GAD1;GAD2;SLC32A1","GABRG2","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABRG3","GAD1;GAD2;SLC32A1","GABRG3","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABBR1","GAD1;GAD2;SLC32A1","GABBR1","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GABA_GABBR2","GAD1;GAD2;SLC32A1","GABBR2","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"GJA1_GJA1","GJA1","GJA1","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJA3_GJA3","GJA3","GJA3","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJA4_GJA4","GJA4","GJA4","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJA5_GJA5","GJA5","GJA5","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJA8_GJA8","GJA8","GJA8","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJA10_GJA10","GJA10","GJA10","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJB1_GJB1","GJB1","GJB1","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJB2_GJB2","GJB2","GJB2","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJB3_GJB3","GJB3","GJB3","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJB4_GJB4","GJB4","GJB4","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJB5_GJB5","GJB5","GJB5","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJB6_GJB6","GJB6","GJB6","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJC1_GJC1","GJC1","GJC1","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJC2_GJC2","GJC2","GJC2","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJC3_GJC3","GJC3","GJC3","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJD2_GJD2","GJD2","GJD2","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJD3_GJD3","GJD3","GJD3","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJD4_GJD4","GJD4","GJD4","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"GJE1_GJE1","GJE1","GJE1","1","1","1","1","ligand-receptor","Gap junction protein","NeuronChat"
"Ach_CHRNA1","CHAT;SLC18A3","CHRNA1","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNA2","CHAT;SLC18A3","CHRNA2","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNA3","CHAT;SLC18A3","CHRNA3","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNA4","CHAT;SLC18A3","CHRNA4","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNA5","CHAT;SLC18A3","CHRNA5","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNA6","CHAT;SLC18A3","CHRNA6","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNA7","CHAT;SLC18A3","CHRNA7","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNA9","CHAT;SLC18A3","CHRNA9","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNA10","CHAT;SLC18A3","CHRNA10","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNB1","CHAT;SLC18A3","CHRNB1","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNB2","CHAT;SLC18A3","CHRNB2","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNB3","CHAT;SLC18A3","CHRNB3","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNB4","CHAT;SLC18A3","CHRNB4","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRND","CHAT;SLC18A3","CHRND","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNE","CHAT;SLC18A3","CHRNE","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRNG","CHAT;SLC18A3","CHRNG","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRM1","CHAT;SLC18A3","CHRM1","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRM2","CHAT;SLC18A3","CHRM2","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRM3","CHAT;SLC18A3","CHRM3","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRM4","CHAT;SLC18A3","CHRM4","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_CHRM5","CHAT;SLC18A3","CHRM5","1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Ach_ACHE","CHAT;SLC18A3","ACHE","1;2","1;1","1","1","ligand degradation","Neurotransmitter","NeuronChat"
"Gly_GLRA1","SHMT1;SHMT2;SLC32A1","GLRA1","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Gly_GLRA2","SHMT1;SHMT2;SLC32A1","GLRA2","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Gly_GLRA3","SHMT1;SHMT2;SLC32A1","GLRA3","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Gly_GLRA4","SHMT1;SHMT2;SLC32A1","GLRA4","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Gly_GLRB","SHMT1;SHMT2;SLC32A1","GLRB","1;1;2","1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Gly_SLC6A9","SHMT1;SHMT2;SLC32A1","SLC6A9","1;1;2","1;1","1","1","ligand uptake","Neurotransmitter","NeuronChat"
"Gly_SLC6A5","SHMT1;SHMT2;SLC32A1","SLC6A5","1;1;2","1;1","1","1","ligand uptake","Neurotransmitter","NeuronChat"
"5HT_HTR1A","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR1A","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR1B","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR1B","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR1D","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR1D","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR1E","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR1E","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR1F","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR1F","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR2A","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR2A","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR2B","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR2B","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR2C","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR2C","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR3A","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR3A","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR3B","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR3B","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR3C","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR3C","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR3D","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR3D","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR3E","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR3E","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR4","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR4","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR5A","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR5A","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR6","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR6","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_HTR7","TPH1;TPH2;DDC;SLC18A1;SLC18A2","HTR7","1;1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"5HT_SLC6A4","TPH1;TPH2;DDC;SLC18A1;SLC18A2","SLC6A4","1;1;2;3;3","1;1;1","1","1","ligand uptake","Neurotransmitter","NeuronChat"
"DA_DRD1","TH;DDC;SLC18A1;SLC18A2","DRD1","1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"DA_DRD5","TH;DDC;SLC18A1;SLC18A2","DRD5","1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"DA_DRD2","TH;DDC;SLC18A1;SLC18A2","DRD2","1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"DA_DRD3","TH;DDC;SLC18A1;SLC18A2","DRD3","1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"DA_DRD4","TH;DDC;SLC18A1;SLC18A2","DRD4","1;2;3;3","1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"DA_SLC6A3","TH;DDC;SLC18A1;SLC18A2","SLC6A3","1;2;3;3","1;1;1","1","1","ligand uptake","Neurotransmitter","NeuronChat"
"DA_COMT","TH;DDC;SLC18A1;SLC18A2","COMT","1;2;3;3","1;1;1","1","1","ligand degradation","Neurotransmitter","NeuronChat"
"Epi_ADRA1A","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRA1A","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRA1B","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRA1B","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRA1D","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRA1D","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRA2A","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRA2A","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRA2B","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRA2B","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRA2C","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRA2C","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRB1","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRB1","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRB2","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRB2","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"Epi_ADRB3","TH;DDC;DBH;PNMT;SLC18A1;SLC18A2","ADRB3","1;2;3;4;5;5","1;1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRA1A","TH;DDC;DBH;SLC18A1;SLC18A2","ADRA1A","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRA1B","TH;DDC;DBH;SLC18A1;SLC18A2","ADRA1B","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRA1D","TH;DDC;DBH;SLC18A1;SLC18A2","ADRA1D","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRA2A","TH;DDC;DBH;SLC18A1;SLC18A2","ADRA2A","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRA2B","TH;DDC;DBH;SLC18A1;SLC18A2","ADRA2B","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRA2C","TH;DDC;DBH;SLC18A1;SLC18A2","ADRA2C","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRB1","TH;DDC;DBH;SLC18A1;SLC18A2","ADRB1","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRB2","TH;DDC;DBH;SLC18A1;SLC18A2","ADRB2","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_ADRB3","TH;DDC;DBH;SLC18A1;SLC18A2","ADRB3","1;2;3;4;4","1;1;1;1","1","1","ligand-receptor","Neurotransmitter","NeuronChat"
"NE_SLC6A2","TH;DDC;DBH;SLC18A1;SLC18A2","SLC6A2","1;2;3;4;4","1;1;1;1","1","1","ligand uptake","Neurotransmitter","NeuronChat"
"NE_COMT","TH;DDC;DBH;SLC18A1;SLC18A2","COMT","1;2;3;4;4","1;1;1;1","1","1","ligand degradation","Neurotransmitter","NeuronChat"
"CO_GUCY1B1","HMOX1;HMOX2","GUCY1B1","1;1","1","1","1","gas-effector","Gas","NeuronChat"
"CO_GUCY1B2","HMOX1;HMOX2","GUCY1B2","1;1","1","1","1","gas-effector","Gas","NeuronChat"
"CO_GUCY1A1","HMOX1;HMOX2","GUCY1A1","1;1","1","1","1","gas-effector","Gas","NeuronChat"
"CO_GUCY1A2","HMOX1;HMOX2","GUCY1A2","1;1","1","1","1","gas-effector","Gas","NeuronChat"
"NO_GUCY1B1","NOS1;NOS2;NOS3","GUCY1B1","1;1;1","1","1","1","gas-effector","Gas","NeuronChat"
"NO_GUCY1B2","NOS1;NOS2;NOS3","GUCY1B2","1;1;1","1","1","1","gas-effector","Gas","NeuronChat"
"NO_GUCY1A1","NOS1;NOS2;NOS3","GUCY1A1","1;1;1","1","1","1","gas-effector","Gas","NeuronChat"
"NO_GUCY1A2","NOS1;NOS2;NOS3","GUCY1A2","1;1;1","1","1","1","gas-effector","Gas","NeuronChat"
"NRXN2_NLGN1","NRXN2","NLGN1","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN3_NLGN1","NRXN3","NLGN1","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN1_NLGN2","NRXN1","NLGN2","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN3_NLGN2","NRXN3","NLGN2","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN1_NLGN3","NRXN1","NLGN3","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN2_NLGN3","NRXN2","NLGN3","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN1_NLGN4X","NRXN1","NLGN4X","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN2_NLGN4X","NRXN2","NLGN4X","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN3_NLGN4X","NRXN3","NLGN4X","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN1_NLGN4Y","NRXN1","NLGN4Y","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN2_NLGN4Y","NRXN2","NLGN4Y","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"NRXN3_NLGN4Y","NRXN3","NLGN4Y","1","1","1","1","ligand-receptor","Synaptic adhesion molecule","NeuronChat"
"TGFB1_TGFBR1_TGFBR2","TGFB1","TGFBR2;TGFBR1","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"TGFB2_TGFBR1_TGFBR2","TGFB2","TGFBR2;TGFBR1","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"TGFB3_TGFBR1_TGFBR2","TGFB3","TGFBR2;TGFBR1","1","1","1;1","1","Secreted Signaling","cytokine;growth factor","CellChat"
"TGFB1_ACVR1B_TGFBR2","TGFB1","TGFBR2;ACVR1B","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"TGFB1_ACVR1C_TGFBR2","TGFB1","TGFBR2;ACVR1C","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
"TGFB2_ACVR1B_TGFBR2","TGFB2","TGFBR2;ACVR1B","1","1","1;1","1","Secreted Signaling","growth factor","CellChat"
